route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
CN,3705,42356,Commuter North to Glazier Way,,0,3556,739,1,2
CN,5,42432,Commuter North to Glazier Way,,0,3716,735,1,2
CN,3705,42355,Commuter North to Glazier Way,,0,3557,739,1,2
CN,5,42431,Commuter North to Glazier Way,,0,3709,735,1,2
CN,3705,42354,Commuter North to Glazier Way,,0,3558,739,1,2
CN,5,42430,Commuter North to Glazier Way,,0,3715,735,1,2
CN,3705,42353,Commuter North to Glazier Way,,0,3559,739,1,2
CN,3705,42352,Commuter North to Glazier Way,,0,3560,739,1,2
CN,5,42429,Commuter North to Glazier Way,,0,3716,735,1,2
CN,3705,42351,Commuter North to Glazier Way,,0,3561,739,1,2
CN,3705,42428,Commuter North to Glazier Way,,0,3564,735,1,2
CN,3405,42409,Commuter North to Glazier Way,,0,3556,735,1,2
CN,3705,42350,Commuter North to Glazier Way,,0,3563,739,1,2
CN,3405,42408,Commuter North to Glazier Way,,0,3566,735,1,2
CN,3705,42427,Commuter North to Glazier Way,,0,3567,735,1,2
CN,3705,42349,Commuter North to Glazier Way,,0,3565,739,1,2
CN,5,42426,Commuter North to Glazier Way,,0,3715,735,1,2
CN,3705,42348,Commuter North to Glazier Way,,0,3557,739,1,2
CN,5,42425,Commuter North to Glazier Way,,0,3716,735,1,2
CN,3705,42347,Commuter North to Glazier Way,,0,3562,739,1,2
CN,5,42424,Commuter North to Glazier Way,,0,3717,735,1,2
CN,5,43430,Commuter North to Glazier Way,,0,3558,739,1,2
CN,5,42423,Commuter North to Glazier Way,,0,3715,735,1,2
CN,3705,42346,Commuter North to Glazier Way,,0,3568,739,1,2
CN,5,42422,Commuter North to Glazier Way,,0,3716,735,1,2
CN,3705,42345,Commuter North to Glazier Way,,0,3569,739,1,2
CN,5,42421,Commuter North to Glazier Way,,0,3717,735,1,2
CN,3705,42344,Commuter North to Glazier Way,,0,3570,739,1,2
CN,5,42420,Commuter North to Glazier Way,,0,3715,735,1,2
CN,3705,42343,Commuter North to Glazier Way,,0,3571,739,1,2
CN,3705,42342,Commuter North to Glazier Way,,0,3572,739,1,2
CN,5,42419,Commuter North to Glazier Way,,0,3716,735,1,2
CN,3705,42341,Commuter North to Glazier Way,,0,3573,739,1,2
CN,5,42418,Commuter North to Glazier Way,,0,3717,735,1,2
CN,3705,42340,Commuter North to Glazier Way,,0,3574,739,1,2
CN,5,42417,Commuter North to Glazier Way,,0,3732,735,1,2
CN,3705,42339,Commuter North to Glazier Way,,0,3575,739,1,2
CN,5,42416,Commuter North to Glazier Way,,0,3715,735,1,2
CN,3705,42338,Commuter North to Glazier Way,,0,3576,739,1,2
CN,5,42415,Commuter North to Glazier Way,,0,3717,735,1,2
CN,3705,42337,Commuter North to Glazier Way,,0,3577,739,1,2
CN,5,42414,Commuter North to Glazier Way,,0,3732,735,1,2
CN,5,43432,Commuter North to Glazier Way,,0,3578,739,1,2
CN,5,42413,Commuter North to Glazier Way,,0,3715,735,1,2
CN,3705,42336,Commuter North to Glazier Way,,0,3579,739,1,2
CN,5,42412,Commuter North to Glazier Way,,0,3717,735,1,2
CN,3705,42335,Commuter North to Glazier Way,,0,3580,739,1,2
CN,5,42411,Commuter North to Glazier Way,,0,3732,735,1,2
CN,5,42410,Commuter North to Glazier Way,,0,3715,735,1,2
CN,3705,42334,Commuter North to Glazier Way,,0,3581,739,1,2
CN,3705,42333,Commuter North to Glazier Way,,0,3582,739,1,2
CN,3705,42235,Commuter North to Glazier Way,,0,3583,736,1,2
CN,3705,42234,Commuter North to Glazier Way,,0,3584,736,1,2
CN,3705,42233,Commuter North to Glazier Way,,0,3585,736,1,2
CN,3705,42232,Commuter North to Glazier Way,,0,3586,736,1,2
CN,3705,42231,Commuter North to Glazier Way,,0,3587,736,1,2
CN,3705,42230,Commuter North to Glazier Way,,0,3588,736,1,2
CN,3705,42229,Commuter North to Glazier Way,,0,3589,736,1,2
CN,3705,42228,Commuter North to Glazier Way,,0,3590,736,1,2
CN,3705,42227,Commuter North to Glazier Way,,0,3591,736,1,2
CN,3705,42226,Commuter North to Glazier Way,,0,3592,736,1,2
CN,3705,42225,Commuter North to Glazier Way,,0,3730,736,1,2
CN,3705,42224,Commuter North to Glazier Way,,0,3593,736,1,2
CN,3705,42223,Commuter North to Glazier Way,,0,3594,736,1,2
CN,3705,42222,Commuter North to Glazier Way,,0,3595,736,1,2
CN,3705,42221,Commuter North to Glazier Way,,0,3596,736,1,2
CN,3705,42220,Commuter North to Glazier Way,,0,3732,736,1,2
CN,3705,42219,Commuter North to Glazier Way,,0,3597,736,1,2
CN,3705,42218,Commuter North to Glazier Way,,0,3598,736,1,2
CN,3705,42217,Commuter North to Glazier Way,,0,3733,736,1,2
CN,3705,42216,Commuter North to Glazier Way,,0,3731,736,1,2
CN,3705,42215,Commuter North to Glazier Way,,0,3599,736,1,2
CN,3705,42214,Commuter North to Glazier Way,,0,3600,736,1,2
CS,3705,42559,Commuter South to Kipke Drive,,1,3601,740,1,2
CS,3705,42558,Commuter South to Kipke Drive,,1,3602,740,1,2
CS,3705,42557,Commuter South to Kipke Drive,,1,3603,740,1,2
CS,3705,42556,Commuter South to Kipke Drive,,1,3604,743,1,2
CS,3705,42555,Commuter South to Kipke Drive,,1,3605,743,1,2
CS,3705,42554,Commuter South to Kipke Drive,,1,3606,743,1,2
CS,3705,42553,Commuter South to Kipke Drive,,1,3607,743,1,2
CS,3705,42552,Commuter South to Kipke Drive,,1,3608,743,1,2
CS,3705,42551,Commuter South to Kipke Drive,,1,3609,743,1,2
CS,3705,42550,Commuter South to Kipke Drive,,1,3610,743,1,2
CS,3705,42549,Commuter South to Kipke Drive,,1,3611,743,1,2
CS,3705,42548,Commuter South to Kipke Drive,,1,3612,743,1,2
CS,3705,42547,Commuter South to Kipke Drive,,1,3613,743,1,2
CS,3705,42546,Commuter South to Kipke Drive,,1,3614,743,1,2
CS,3705,42545,Commuter South to Kipke Drive,,1,3615,743,1,2
CS,3705,42544,Commuter South to Kipke Drive,,1,3616,743,1,2
CS,3705,42543,Commuter South to Kipke Drive,,1,3617,743,1,2
CS,3705,42542,Commuter South to Kipke Drive,,1,3618,743,1,2
CS,5,43434,Commuter South to Kipke Drive,,1,3619,743,1,2
CS,3705,42541,Commuter South to Kipke Drive,,1,3620,743,1,2
CS,3705,42540,Commuter South to Kipke Drive,,1,3621,743,1,2
CS,3705,42539,Commuter South to Kipke Drive,,1,3622,743,1,2
CS,3705,42538,Commuter South to Kipke Drive,,1,3623,743,1,2
CS,3705,42537,Commuter South to Kipke Drive,,1,3624,743,1,2
CS,3705,42536,Commuter South to Kipke Drive,,1,3625,743,1,2
CS,3705,42535,Commuter South to Kipke Drive,,1,3626,743,1,2
CS,3705,42534,Commuter South to Kipke Drive,,1,3627,743,1,2
CS,3705,42533,Commuter South to Kipke Drive,,1,3628,743,1,2
CS,3705,42532,Commuter South to Kipke Drive,,1,3629,743,1,2
CS,5,43436,Commuter South to Kipke Drive,,1,3630,743,1,2
CS,3705,42531,Commuter South to Kipke Drive,,1,3631,743,1,2
CS,3705,42530,Commuter South to Kipke Drive,,1,3632,743,1,2
